example_id                                                                  | status  | run_time        |
./spec/mailers/org_admin_mailer_spec.rb[1:2:1]                              | passed  | 0.00883 seconds |
./spec/mailers/org_admin_mailer_spec.rb[1:2:2]                              | passed  | 0.00421 seconds |
./spec/mailers/org_admin_mailer_spec.rb[1:2:3]                              | passed  | 0.00491 seconds |
./spec/mailers/org_admin_mailer_spec.rb[1:2:4]                              | passed  | 0.00403 seconds |
./spec/mailers/org_admin_mailer_spec.rb[1:2:5]                              | passed  | 0.00381 seconds |
./spec/mailers/org_admin_mailer_spec.rb[1:2:6]                              | passed  | 0.00392 seconds |
./spec/migrations/add_link_visible_flag_to_page_spec.rb[1:1:1]              | passed  | 0.02049 seconds |
./spec/migrations/add_link_visible_flag_to_page_spec.rb[1:1:2]              | passed  | 0.04776 seconds |
./spec/migrations/add_link_visible_flag_to_page_spec.rb[1:1:3]              | passed  | 0.05205 seconds |
./spec/migrations/add_link_visible_flag_to_page_spec.rb[1:1:4]              | passed  | 0.06676 seconds |
./spec/models/address_spec.rb[1:1:1]                                        | passed  | 0.00364 seconds |
./spec/models/address_spec.rb[1:2:1]                                        | passed  | 0.00138 seconds |
./spec/models/address_spec.rb[1:3:1]                                        | passed  | 0.0019 seconds  |
./spec/models/base_organisation_spec.rb[1:1:1]                              | passed  | 0.00267 seconds |
./spec/models/base_organisation_spec.rb[1:1:2]                              | passed  | 0.00509 seconds |
./spec/models/base_organisation_spec.rb[1:1:3]                              | passed  | 0.00382 seconds |
./spec/models/base_organisation_spec.rb[1:1:4]                              | passed  | 0.0044 seconds  |
./spec/models/base_organisation_spec.rb[1:1:5]                              | passed  | 0.00361 seconds |
./spec/models/base_organisation_spec.rb[1:2:1]                              | passed  | 0.01393 seconds |
./spec/models/base_organisation_spec.rb[1:2:2:1]                            | passed  | 0.00895 seconds |
./spec/models/base_organisation_spec.rb[1:2:3:1]                            | passed  | 0.00722 seconds |
./spec/models/base_organisation_spec.rb[1:3:1]                              | passed  | 0.00607 seconds |
